ファイル名,寄付金額,達成率,目標金額,支援者数,期間,応援メッセージの件数,進捗情報,説明文字数,お礼品の種類,お礼品の最高額,お礼品の最低額,説明に使われた画像の枚数
2379,"4,893,000",97.8,"目標金額：5,000,000円",,2023812024131184,0,,45,1,100000,100000,11
454,"20,000",1,"目標金額：2,000,000円",,20181112018123161,0,1,597,0,,,16
2341,"2,203,000",100.1,"目標金額：2,200,000円",,2023882023103084,0,1,237,3,200000,10000,18
2173,"90,000",4.5,"目標金額：2,000,000円",,20221216202331691,0,,275,5,10000,10000,23
2517,"284,000",7.1,"目標金額：4,000,000円",,20231022023123191,0,4,159,21,59000,11000,23
1366,"1,003,200",100.3,"目標金額：1,000,000円",,20219172021113075,19,6,0,6,50000,5000,50
1968,"572,000",16,"目標金額：3,564,000円",,20229282022122387,0,,121,0,,,12
453,"4,864,000",138.9,"目標金額：3,500,000円",,20181112018123161,11,1,475,0,,,20
2377,"593,000",59.3,"目標金額：1,000,000円",,20237142023101291,0,,246,7,36000,16000,13
1350,"289,000",28.9,"目標金額：1,000,000円",,2021912021103161,0,,325,0,,,13
657,"861,000",4.3,"目標金額：20,000,000円",,20191021202012092,0,,165,159,1850000,6000,55
1165,"1,069,310",53.4,"目標金額：2,000,000円",,20201224202122867,17,2,452,0,,,21
1357,"2,280,000",76,"目標金額：3,000,000円",,20211012202211090,0,3,126,31,300000,10000,58
2142,"1,070,500",107,"目標金額：1,000,000円",,20221272022123125,3,,88,90,100000,6000,16
805,"12,948,938",64.7,"目標金額：20,000,000円",,20204242021331342,18,,108,1,30000,30000,22
2370,"20,368,000",678.9,"目標金額：3,000,000円",,202310192023122063,0,14,88,0,,,70
2189,"2,116,000",105.8,"目標金額：2,000,000円",,20221124202322190,20,2,299,0,,,28
496,"40,000",3.3,"目標金額：1,200,000円",,20181214201912038,0,2,306,1,5000,5000,23
2519,"14,233,000",142.3,"目標金額：10,000,000円",,202310262023123167,0,2,147,23,350000,10000,22
1028,"525,000",52.5,"目標金額：1,000,000円",,2020111202113192,17,1,317,9,10000,5000,30
2202,"224,000",22.4,"目標金額：1,000,000円",,202314202333187,0,,105,14,100000,8000,22
1487,"10,645,230",106.4,"目標金額：10,000,000円",,202111520222391,20,3,294,121,700000,7000,29
1017,"5,221,000",104.4,"目標金額：5,000,000円",,202091520201223100,0,2,229,0,,,22
1679,"482,000",48.2,"目標金額：1,000,000円",,20226120227737,0,,412,8,30000,15000,13
2498,"1,130,000",37.6,"目標金額：3,000,000円",,20231022023123191,4,3,145,9,18000,10000,19
341,"476,000",31.7,"目標金額：1,500,000円",,2018812018103192,17,,0,2,50000,5000,28
1222,"823,000",82.3,"目標金額：1,000,000円",,2021413202171190,0,1,359,0,,,22
1480,"2,625,000",128,"目標金額：2,050,000円",,202111820222590,20,6,529,4,10000,5000,40
2661,"323,000",29.3,"目標金額：1,100,000円",,20231062023123187,5,,302,0,,,21
2668,"1,743,000",96.8,"目標金額：1,800,000円",,20231112023123161,6,,339,12,100000,10000,38
1670,"990,000",99,"目標金額：1,000,000円",,2022627202292591,0,5,537,0,,,20
1214,"26,794,888",267.9,"目標金額：10,000,000円",,202141520211130230,0,2,390,2,100000,5000,21
2465,"6,079,000",173.6,"目標金額：3,500,000円",,20231032023123190,20,20,284,12,150000,10000,74
348,"1,105,000",36.8,"目標金額：3,000,000円",,2018719201893074,0,,923,4,100000,5000,21
1684,"191,000",19.1,"目標金額：1,000,000円",,2022516202273177,0,,543,2,20000,10000,12
384,"222,000",22.2,"目標金額：1,000,000円",,20181012018123192,2,6,141,2,10000,10000,39
7,"550,000",55,"目標金額：1,000,000円",,2016122201633170,0,,9,0,,,15
2462,"1,898,000",9.4,"目標金額：20,000,000円",,20238212023111890,14,8,266,0,,,47
2496,"111,000",7.4,"目標金額：1,500,000円",,20231052023121572,0,,309,0,,,11
42,"10,623,611",35.4,"目標金額：30,000,000円",,2015912016331213,20,,30,0,,,28
1849,"1,015,000",101.4,"目標金額：1,000,000円",,202210520231391,3,4,218,4,11000,8000,28
2294,"1,311,000",131.1,"目標金額：1,000,000円",,202362202383191,0,,100,322,1067000,9000,26
2851,"119,000",7.9,"目標金額：1,500,000円",,20231215202431491,0,4,89,0,,,26
324,"202,000",4,"目標金額：5,000,000円",,2018625201882562,0,,488,5,100000,5000,29
1278,"2,247,000",224.7,"目標金額：1,000,000円",,20211022202211990,8,,153,19,150000,10000,19
2293,"4,430,000",11,"目標金額：40,000,000円",,2023525202372057,0,1,164,6,200000,10000,13
778,"3,743,000",71.9,"目標金額：5,200,000円",,2020432020930181,0,1,224,8,77000,10000,21
111,"452,000",22.6,"目標金額：2,000,000円",,20161072016102822,0,,146,0,,,11
2856,"576,000",9.6,"目標金額：6,000,000円",,20231215202431491,0,,180,738,60000000,1000,31
1878,"3,281,610",109.3,"目標金額：3,000,000円",,20221032022123190,0,,197,101,237000,8000,15
588,"468,000",31.2,"目標金額：1,500,000円",,2019722201993071,3,1,153,4,50000,10000,18
73,"3,050,000",101.6,"目標金額：3,000,000円",,20164112016930173,20,,12,0,,,38
2097,"1,610,000",107.3,"目標金額：1,500,000円",,202211320232191,20,15,62,0,,,50
1420,"2,259,312",150.6,"目標金額：1,500,000円",,20211012021123192,0,5,179,29,66000,7000,34
2251,"2,360,000",118,"目標金額：2,000,000円",,20234720237590,0,2,217,196,1000000,5000,21
2407,"15,046,400",100.3,"目標金額：15,000,000円",,2023812023102990,0,,335,1638,45000000,5000,33
87,"1,000,000",100,"目標金額：1,000,000円",,201661201671545,0,,563,0,,,23
2894,"5,015,000",167.1,"目標金額：3,000,000円",,2024123202433169,0,1,48,78,110000,5000,23
2438,"50,000",5,"目標金額：1,000,000円",,20238172023111490,0,,295,0,,,9
543,"1,136,000",113.6,"目標金額：1,000,000円",,20195102019831114,14,1,153,9,30000,5000,35
80,"10,689,377",44.5,"目標金額：24,000,000円",,201651620161231230,20,,142,0,,,19
1285,"7,231,000",103.3,"目標金額：7,000,000円",,202181320211231141,0,5,471,8,200000,5000,36
2858,"795,617",26.5,"目標金額：3,000,000円",,20231214202422978,20,2,315,0,,,27
2090,"5,000,141",100,"目標金額：5,000,000円",,2022127202331397,0,4,473,0,,,30
74,"4,428,000",134.1,"目標金額：3,300,000円",,201641120166960,11,,311,0,,,32
120,"6,320,000",210.6,"目標金額：3,000,000円",,201732201733130,20,,520,0,,,18
312,"300,430,175",901.8,"目標金額：33,311,000円",,20186120181130183,20,6,0,0,,,37
776,"720,000",7.2,"目標金額：10,000,000円",,202042202051847,0,1,0,0,,,22
544,"805,500",28.3,"目標金額：2,838,000円",,20195242019102132,10,,153,1,10000,10000,23
1649,"206,000",15.6,"目標金額：1,320,000円",,2022415202271390,0,,215,0,,,9
715,"194,000",19.4,"目標金額：1,000,000円",,20191122202022192,0,,0,3,30000,10000,22
2038,"725,000",36.2,"目標金額：2,000,000円",,20221223202332391,0,,134,195,330000,5000,27
2804,"1,301,000",65,"目標金額：2,000,000円",,202312320243190,0,,274,18,500000,10000,29
2497,"2,743,000",91.4,"目標金額：3,000,000円",,20231022023123191,8,4,309,13,51000,6500,25
2007,"2,448,000",40.8,"目標金額：6,000,000円",,20221032022123190,0,,401,26,145000,7000,20
518,"1,915,000",63.8,"目標金額：3,000,000円",,20192252019711137,0,1,0,145,1250000,6000,50
144,"435,000",4.3,"目標金額：10,000,000円",,20174520177491,11,,329,0,,,23
712,"1,301,000",13,"目標金額：10,000,000円",,20191222020630212,10,,257,20,530000,10000,14
349,"4,310,000",107.7,"目標金額：4,000,000円",,2018812018103192,20,2,372,9,1000000,5000,37
2232,"832,050",83.2,"目標金額：1,000,000円",,202331202352989,0,,122,32,5000000,6000,15
516,"1,178,000",117.8,"目標金額：1,000,000円",,201931201933131,4,2,159,2,44000,40000,19
724,"4,617,072",461.7,"目標金額：1,000,000円",,2019122202022990,20,1,407,3,10000,5000,22
340,"1,177,000",117.7,"目標金額：1,000,000円",,2018872018103186,18,1,209,13,100000,5000,34
186,"400,000",8,"目標金額：5,000,000円",,2017823201791524,7,,880,0,,,26
1678,"60,000",2,"目標金額：3,000,000円",,2022520202281891,0,1,300,3,100000,10000,20
2499,"1,100,500",110,"目標金額：1,000,000円",,20231022023123191,16,3,159,23,50000,7000,22
2660,"5,809,000",290.4,"目標金額：2,000,000円",,20231022023123191,0,1,677,248,1447000,5000,17
2452,"12,766,000",127.6,"目標金額：10,000,000円",,20237282023102590,0,,785,0,,,35
1011,"4,085,000",204.2,"目標金額：2,000,000円",,20201013202111190,0,4,240,14,300000,10000,34
26,"6,900,000",138,"目標金額：5,000,000円",,2015423201572290,0,,0,0,,,19
1475,"826,000",55,"目標金額：1,500,000円",,2021115202212077,17,1,0,0,,,17
2832,"3,436,000",6.8,"目標金額：50,000,000円",,20231213202431190,0,2,79,256,3000000,10000,35
347,"196,000",19.6,"目標金額：1,000,000円",,2018713201892878,1,,229,10,16000,8000,18
2658,"2,502,000",100,"目標金額：2,500,000円",,20231112023123161,20,1,917,0,,,26
1640,"12,561,000",62.8,"目標金額：20,000,000円",,2022412022930183,20,1,991,42,3000000,10000,28
2667,"120,000",12,"目標金額：1,000,000円",,20231016202411087,4,,474,0,,,16
1486,"1,454,648",145.4,"目標金額：1,000,000円",,20211022202211990,14,8,203,11,37000,5000,46
2031,"3,478,000",13.9,"目標金額：25,000,000円",,20221017202311490,6,,197,73,340000,3000,28
976,"331,000",1.1,"目標金額：30,000,000円",,202087202011490,0,,0,0,,,13
2091,"5,607,500",32.9,"目標金額：17,000,000円",,20221116202313076,18,1,256,7,55000,6000,26
75,"3,607,001",120.2,"目標金額：3,000,000円",,20164112016731112,20,,146,0,,,28
1270,"1,407,000",140.7,"目標金額：1,000,000円",,202171202193092,20,4,0,5,100000,10000,35
1284,"54,296,000",108.5,"目標金額：50,000,000円",,20217620211231179,20,7,115,0,,,30
2859,"19,683,000",65.6,"目標金額：30,000,000円",,20231220202431991,14,2,244,842,2000000,6000,16
2257,"377,000",18.8,"目標金額：2,000,000円",,2023615202391391,0,,302,19,167000,1000,12
1419,"5,673,000",189.1,"目標金額：3,000,000円",,20211012021123192,0,2,0,5,100000,3000,23
2892,"604,000",60.4,"目標金額：1,000,000円",,202421202443090,0,2,181,33,100000,5000,23
313,"90,000",9,"目標金額：1,000,000円",,201866201871641,0,,211,8,100000,10000,18
119,"3,250,000",32.5,"目標金額：10,000,000円",,20161212017531182,20,,460,0,,,26
86,"675,000",8.4,"目標金額：8,000,000円",,201661020161010123,7,,146,0,,,44
589,"1,277,000",116,"目標金額：1,100,000円",,20198120191231153,12,2,153,10,21000,5000,33
1045,"1,276,000",108.1,"目標金額：1,180,000円",,20201052020123188,18,1,0,4,34000,12000,29
2096,"757,000",11.6,"目標金額：6,500,000円",,20221128202322590,0,4,132,51,156000,10000,24
2430,"20,688,000",275.8,"目標金額：7,500,000円",,2023817202393045,0,1,0,682,800000,5000,45
2602,"425,000",42.5,"目標金額：1,000,000円",,20231032023123190,0,,758,0,,,17
2292,"393,000",39.3,"目標金額：1,000,000円",,202373202373129,0,,78,2,20000,10000,9
1417,"679,000",67.9,"目標金額：1,000,000円",,20211012021123091,2,,135,19,41000,10000,19
1241,"4,000,000",100,"目標金額：4,000,000円",,2021612021928120,10,3,0,0,,,22
110,"8,343,000",109.7,"目標金額：7,600,000円",,20169292016123194,20,,340,0,,,20
322,"20,445,518",81.7,"目標金額：25,000,000円",,201861520181031139,20,,249,1,30000,30000,15
574,"1,610,000",80.5,"目標金額：2,000,000円",,201971201983162,5,1,153,0,,,16
1074,"1,812,313",181.2,"目標金額：1,000,000円",,20201026202112390,20,1,371,0,,,21
1622,"9,320,455",621.3,"目標金額：1,500,000円",,2023432023731120,0,1,650,0,,,16
2295,"9,257,011",108,"目標金額：8,571,000円",,202371202392890,20,4,309,21,100000,5000,57
128,"5,834,000",58.3,"目標金額：10,000,000円",,2016121201713162,0,,142,0,,,16
587,"558,000",27.9,"目標金額：2,000,000円",,20199220191231121,9,,247,67,800000,10000,32
1877,"1,485,000",148.5,"目標金額：1,000,000円",,2022912022113091,20,2,0,4,50000,5000,35
573,"530,000",10.6,"目標金額：5,000,000円",,201978201910590,0,,153,7,100000,3000,28
117,"330,500",13.2,"目標金額：2,500,000円",,2016129201722882,11,,647,0,,,13
1692,"805,000",8,"目標金額：10,000,000円",,2022523202282090,13,1,68,77,300000,8000,17
950,"181,000",3.6,"目標金額：5,000,000円",,20207222020101990,0,1,326,141,397000,3000,28
2814,"55,000",1.5,"目標金額：3,500,000円",,20231222202421960,1,1,53,12,200000,8500,13
537,"2,505,000",125.2,"目標金額：2,000,000円",,201941201962889,8,,0,11,60000,10000,18
38,"8,765,000",194.7,"目標金額：4,500,000円",,201563201571138,0,,103,1,10000,10000,30
1659,"37,815,000",75.6,"目標金額：50,000,000円",,2022620202281961,0,1,31,7,3000000,18000,19
1037,"4,088,074",81.7,"目標金額：5,000,000円",,20201012020122990,10,2,402,79,1150000,12000,24
359,"175,100",8.7,"目標金額：2,000,000円",,20188292018113094,0,1,121,6,30000,10000,20
957,"17,816,852",44.5,"目標金額：40,000,000円",,20201012021131123,20,1,484,21,500000,10000,19
702,"1,016,000",101.6,"目標金額：1,000,000円",,201911192019122941,1,1,89,0,,,31
2679,"7,144,000",255.1,"目標金額：2,800,000円",,20231113202421090,8,2,135,42,334000,7000,18
2813,"834,000",55.6,"目標金額：1,500,000円",,20231215202431491,1,1,88,139,84000,1000,34
2684,"6,378,001",318.9,"目標金額：2,000,000円",,202310192023123174,0,2,228,258,1560000,1000,38
539,"1,338,000",14.8,"目標金額：9,000,000円",,20191012019123192,20,3,153,18,100000,10000,27
2214,"2,586,000",258.6,"目標金額：1,000,000円",,202321202343089,3,2,140,15,85000,8000,29
1802,"384,000",38.4,"目標金額：1,000,000円",,20221032022123190,2,1,76,0,,,13
1668,"105,234,000",105.2,"目標金額：100,000,000円",,202242620221231250,20,1,150,54,165000,5500,24
1496,"1,154,000",115.4,"目標金額：1,000,000円",,20211020202223106,2,1,248,78,132000,10000,37
2683,"1,922,430",96.1,"目標金額：2,000,000円",,20231112023122555,0,1,287,34,71300,4000,53
992,"285,000",28.5,"目標金額：1,000,000円",,20201052020123188,7,1,123,1,10000,10000,20
733,"1,010,000",101,"目標金額：1,000,000円",,2019126202011642,20,3,0,0,,,27
959,"1,223,000",60.2,"目標金額：2,030,000円",,20207282020102590,20,1,0,0,,,18
1099,"3,040,000",101.3,"目標金額：3,000,000円",,20201130202122891,9,,419,122,300000,5000,20
555,"1,386,000",69.3,"目標金額：2,000,000円",,201971201993092,0,,153,56,492000,13000,18
1409,"2,040,000",102,"目標金額：2,000,000円",,20211032021123190,9,1,88,1,20000,20000,25
2075,"167,000",5.5,"目標金額：3,000,000円",,2022112202313090,1,1,413,0,,,14
1294,"790,000",11.2,"目標金額：7,000,000円",,202171202192890,7,,0,7,1000000,10000,26
2411,"3,673,000",244.8,"目標金額：1,500,000円",,2023815202311179,0,10,215,243,700000,5000,39
304,"1,369,000",136.9,"目標金額：1,000,000円",,201861201882990,20,,286,5,100000,10000,29
2871,"2,618,000",52.3,"目標金額：5,000,000円",,20231225202432491,0,9,162,6,130000,9000,45
552,"1,734,180",173.4,"目標金額：1,000,000円",,2019531201973162,0,1,103,11,211000,8000,28
1267,"2,647,000",132.3,"目標金額：2,000,000円",,20217302021103194,6,1,0,41,560000,9000,19
1293,"1,045,000",104.5,"目標金額：1,000,000円",,202181320211231141,9,6,267,14,30000,3000,33
96,"80,000",8,"目標金額：1,000,000円",,201671201681950,0,,146,0,,,18
109,"1,834,000",32,"目標金額：5,719,000円",,2016105201612663,20,,412,0,,,16
2072,"1,647,000",164.7,"目標金額：1,000,000円",,20221115202321391,0,,111,19,1000000,5000,39
2249,"160,555",16,"目標金額：1,000,000円",,202343202363089,4,1,320,0,,,13
2847,"1,690,500",3.3,"目標金額：50,000,000円",,20231222202432090,20,,184,7,1000000,10000,19
1251,"376,000",12.5,"目標金額：3,000,000円",,2021531202182991,0,,237,13,40000,5000,12
2282,"989,000",49.4,"目標金額：2,000,000円",,20235820238489,0,4,206,85,336000,13000,16
903,"3,702,500",123.4,"目標金額：3,000,000円",,2020617202091490,8,,150,25,160000,7000,16
107,"510,000",2.5,"目標金額：20,000,000円",,201610142017331169,3,,0,0,,,42
751,"2,010,000",100.4,"目標金額：2,000,000円",,201912182019122912,0,1,135,2,100000,10000,22
563,"90,001",9,"目標金額：1,000,000円",,201961820191231197,0,,153,52,1700000,5000,20
98,"35,000",2,"目標金額：1,700,000円",,20168320169332,0,,146,0,,,12
1867,"1,566,000",19.3,"目標金額：8,100,000円",,20221017202311490,1,1,172,50,190000,8000,19
2427,"6,123,000",153,"目標金額：4,000,000円",,20231022023123191,1,5,299,613,2000000,6000,27
2615,"11,900,000",119,"目標金額：10,000,000円",,20231062024131118,0,5,188,565,500000,5000,91
2271,"16,007,000",80,"目標金額：20,000,000円",,2023418202371892,0,,672,0,,,12
138,"110,000",2.2,"目標金額：5,000,000円",,201726201733154,3,,387,0,,,21
2285,"673,000",33.6,"目標金額：2,000,000円",,2023522202381990,0,2,414,87,174000,6000,33
1858,"32,288,168",107.6,"目標金額：30,000,000円",,20229220221231121,20,3,248,337,880000,2000,86
2682,"2,414,000",120.7,"目標金額：2,000,000円",,2023121202412051,13,1,74,0,,,22
993,"5,458,001",109.1,"目標金額：5,000,000円",,2020912021131153,0,1,45,0,,,15
369,"18,497,555",102.7,"目標金額：18,000,000円",,201882220181130101,9,,109,0,,,15
967,"1,685,000",33.7,"目標金額：5,000,000円",,202083202011191,4,2,221,11,500000,6000,21
2676,"1,524,000",11.7,"目標金額：13,000,000円",,2023111202412990,0,,182,530,2340000,5000,22
1804,"14,107,000",141,"目標金額：10,000,000円",,20228252022102158,20,3,234,0,,,20
2649,"12,585,000",786.5,"目標金額：1,600,000円",,20231030202412891,0,,173,579,5050000,2000,52
2671,"7,344,100",244.8,"目標金額：3,000,000円",,20231127202422591,12,,169,219,1170000,5000,20
2443,"1,888,900",104.9,"目標金額：1,800,000円",,20239192023121588,0,1,342,1719,45000000,5000,35
960,"1,634,000",81.7,"目標金額：2,000,000円",,20207222020102192,3,,321,19,238000,12000,19
2824,"3,771,000",125.7,"目標金額：3,000,000円",,2023121202422890,11,3,379,219,3000000,2000,29
735,"821,000",45.6,"目標金額：1,800,000円",,20191225202032592,7,2,136,3,30000,13000,22
358,"233,000",23.3,"目標金額：1,000,000円",,2018932018113089,0,,0,2,50000,30000,19
1452,"2,551,000",255.1,"目標金額：1,000,000円",,20211013202211090,0,3,220,33,104000,5000,30
1499,"754,713",25.1,"目標金額：3,000,000円",,20211115202221290,0,,429,0,,,9
367,"1,036,193",103.6,"目標金額：1,000,000円",,2018932018113089,20,1,916,2,30000,5000,23
969,"649,500",42.1,"目標金額：1,542,000円",,20201012020122081,0,1,152,0,,,20
393,"15,910,000",318.2,"目標金額：5,000,000円",,2018119201913184,7,2,0,145,1250000,6000,49
1835,"1,498,000",149.8,"目標金額：1,000,000円",,20221012022123192,0,,677,13,22000,5000,16
2486,"209,000",4.1,"目標金額：5,000,000円",,202394202312290,3,1,118,0,,,20
1031,"73,000",7.3,"目標金額：1,000,000円",,20209152020113077,0,,0,134,500000,10000,21
509,"1,132,000",113.2,"目標金額：1,000,000円",,201918201933183,15,1,588,0,,,23
39,"10,575,000",105.7,"目標金額：10,000,000円",,201571201583060,0,,281,0,,,20
2815,"9,631,000",192.6,"目標金額：5,000,000円",,2023121202422991,0,2,183,639,12000000,1000,24
152,"414,000",41.4,"目標金額：1,000,000円",,2017452018324354,3,,322,1,4000,4000,30
536,"4,374,000",364.5,"目標金額：1,200,000円",,201951020198790,19,1,323,8,38000,7000,20
1268,"100,000",2,"目標金額：5,000,000円",,2021618202191590,0,,262,24,44000,3000,17
1866,"3,089,000",88.2,"目標金額：3,500,000円",,20229152022121390,10,,199,14,62000,8000,21
2089,"980,000",19.6,"目標金額：5,000,000円",,2022121202322890,0,2,48,3,30000,10000,42
2419,"1,111,000",86.7,"目標金額：1,280,000円",,202398202312690,0,1,382,235,360000,10000,23
2284,"6,377,000",127.5,"目標金額：5,000,000円",,202351202373091,0,1,0,643,800000,5000,43
1859,"5,215,000",260.7,"目標金額：2,000,000円",,20229162023114120,5,1,133,46,300000,10000,32
52,"18,479,000",61.5,"目標金額：30,000,000円",,20151162015123156,20,,134,0,,,22
1257,"488,000",48.8,"目標金額：1,000,000円",,202172202193091,0,1,248,85,132000,9000,42
2614,"4,197,000",83.9,"目標金額：5,000,000円",,20231032023123190,0,2,258,0,,,21
139,"885,000",8.8,"目標金額：10,000,000円",,2017217201733143,0,,30,0,,,22
101,"110,000",5.5,"目標金額：2,000,000円",,2016912016103060,3,,146,0,,,14
2277,"1,360,000",13.6,"目標金額：10,000,000円",,202351520238381,0,,166,6,13000,9000,22
1406,"1,106,000",110.6,"目標金額：1,000,000円",,20211012021123192,0,10,0,1,100000,100000,30
2283,"1,301,000",43.3,"目標金額：3,000,000円",,2023516202363046,0,5,256,109,800000,6000,31
1634,"1,100,333",110,"目標金額：1,000,000円",,20225920227760,19,1,289,11,100000,7000,16
137,"220,000",22,"目標金額：1,000,000円",,2017126201733165,0,,203,0,,,21
108,"10,195,000",101.9,"目標金額：10,000,000円",,20161112017331151,20,,0,0,,,24
934,"3,479,940",231.9,"目標金額：1,500,000円",,20201012020123091,20,1,152,3,5670,3000,32
1430,"3,742,000",124.7,"目標金額：3,000,000円",,2021111202213090,0,,212,0,,,20
2087,"31,200,000",312,"目標金額：10,000,000円",,2022112820231539,0,,473,24,90000,5000,11
63,"562,016",5.6,"目標金額：10,000,000円",,201512222016331101,0,,215,0,,,15
1868,"3,220,000",102.2,"目標金額：3,150,000円",,20221032022123190,5,2,241,24,58000,7000,31
2279,"1,014,000",101.4,"目標金額：1,000,000円",,2023428202372791,0,1,433,203,3000000,3000,57
130,"2,385,000",119.2,"目標金額：2,000,000円",,20161212017315105,0,,75,0,,,25
2877,"4,065,800",31.6,"目標金額：12,831,000円",,202441202463091,20,2,148,19,77000,8200,13
2080,"2,340,000",117,"目標金額：2,000,000円",,20221212023331121,0,,88,0,,,17
2246,"1,567,000",156.7,"目標金額：1,000,000円",,20234720237590,0,2,90,20,68000,3000,23
90,"384,000",19.2,"目標金額：2,000,000円",,201671201683162,6,,146,0,,,34
2562,"88,112,000",293.7,"目標金額：30,000,000円",,20231022023123191,0,1,309,625,150000000,4000,38
2106,"7,935,000",1.3,"目標金額：600,000,000円",,2022113202313190,0,2,404,358,920000,2000,104
1121,"4,025,000",20.1,"目標金額：20,000,000円",,2020121202122890,20,1,216,11,200000,10000,22
2905,"559,000",27.9,"目標金額：2,000,000円",,20242520245187,0,1,188,24,270000,12000,13
614,"932,400",6.2,"目標金額：15,000,000円",,20198302020630306,15,,346,0,,,15
2591,"1,982,000",58.2,"目標金額：3,400,000円",,202310620241491,6,,107,510,1260000,5000,37
2333,"2,155,000",56.7,"目標金額：3,800,000円",,202371202392991,13,,175,476,2000000,4000,62
1589,"400,000",35.7,"目標金額：1,120,000円",,2022218202232738,0,,249,0,,,16
277,"51,000",5.1,"目標金額：1,000,000円",,2018427201872590,0,,211,4,100000,3000,17
2795,"6,171,800",239.5,"目標金額：2,576,000円",,2023111120242991,20,3,51,489,500000,3000,194
2553,"284,000",9.4,"目標金額：3,000,000円",,20231032023123190,0,1,537,0,,,13
2761,"1,495,000",149.5,"目標金額：1,000,000円",,202311820242590,8,6,203,95,249000,5000,56
2305,"1,204,000",120.4,"目標金額：1,000,000円",,2023524202382190,7,1,0,390,815000,9000,24
2137,"135,000",0.5,"目標金額：25,000,000円",,20221118202321590,0,,156,22,300000,5000,13
2108,"2,680,000",14.4,"目標金額：18,500,000円",,2022113202313190,0,4,231,362,920000,2000,109
625,"1,383,000",138.3,"目標金額：1,000,000円",,20191012019123192,20,2,340,11,25000,5000,37
2130,"320,000",10.6,"目標金額：3,000,000円",,202211112022123151,0,,288,13,33000,12000,15
2302,"55,916,000",186.3,"目標金額：30,000,000円",,202361202382990,20,6,185,0,,,18
2766,"2,404,300",120.2,"目標金額：2,000,000円",,2023111202412990,0,1,322,30,500000,10000,26
1325,"2,291,000",100,"目標金額：2,290,000円",,202110152021122774,0,,237,0,,,21
883,"928,000",92.8,"目標金額：1,000,000円",,20205212020828100,0,1,154,0,,,10
1741,"484,306",7.4,"目標金額：6,500,000円",,2022624202292291,11,,485,22,100000,5000,29
2759,"750,000",50,"目標金額：1,500,000円",,202311820242691,0,,334,12,436000,2000,10
246,"906,000",9,"目標金額：10,000,000円",,20171212018331121,0,,198,0,,,14
676,"210,000",15,"目標金額：1,400,000円",,2019111202011576,0,,266,1,14000,14000,20
649,"1,065,000",71,"目標金額：1,500,000円",,20191012019123192,10,,325,0,,,23
2190,"399,000",19.9,"目標金額：2,000,000円",,20221221202332090,0,,353,13,104000,10000,12
1947,"11,856,500",1185.6,"目標金額：1,000,000円",,20221118202321590,6,,153,19,150000,10000,20
215,"738,000",1.8,"目標金額：40,000,000円",,20171120201821790,11,,155,0,,,17
1520,"1,292,000",15.8,"目標金額：8,160,000円",,20211115202221390,0,,172,0,,,20
1978,"737,000",73.7,"目標金額：1,000,000円",,20221032022123190,0,1,190,0,,,24
1376,"3,749,000",187.4,"目標金額：2,000,000円",,20211021202211890,20,4,140,32,500000,5000,32
2735,"1,805,000",30,"目標金額：6,000,000円",,2023118202412983,0,,289,0,,,11
